category,pokemon_name,count,description
OVERLAPPING,regirock,1.0,Has both stats and images
OVERLAPPING,registeel,1.0,Has both stats and images
OVERLAPPING,relicanth,1.0,Has both stats and images
OVERLAPPING,remoraid,1.0,Has both stats and images
OVERLAPPING,reshiram,1.0,Has both stats and images
OVERLAPPING,reuniclus,1.0,Has both stats and images
OVERLAPPING,rhydon,1.0,Has both stats and images
OVERLAPPING,rhyhorn,1.0,Has both stats and images
OVERLAPPING,rhyperior,1.0,Has both stats and images
OVERLAPPING,ribombee,1.0,Has both stats and images
OVERLAPPING,riolu,1.0,Has both stats and images
OVERLAPPING,rockruff,1.0,Has both stats and images
OVERLAPPING,roggenrola,1.0,Has both stats and images
OVERLAPPING,roselia,1.0,Has both stats and images
OVERLAPPING,roserade,1.0,Has both stats and images
OVERLAPPING,rotom,1.0,Has both stats and images
OVERLAPPING,rowlet,1.0,Has both stats and images
OVERLAPPING,rufflet,1.0,Has both stats and images
OVERLAPPING,sableye,1.0,Has both stats and images
OVERLAPPING,salamence,1.0,Has both stats and images
OVERLAPPING,salandit,1.0,Has both stats and images
OVERLAPPING,salazzle,1.0,Has both stats and images
OVERLAPPING,samurott,1.0,Has both stats and images
OVERLAPPING,sandile,1.0,Has both stats and images
OVERLAPPING,sandshrew,1.0,Has both stats and images
OVERLAPPING,sandslash,1.0,Has both stats and images
OVERLAPPING,sandygast,1.0,Has both stats and images
OVERLAPPING,sawk,1.0,Has both stats and images
OVERLAPPING,sawsbuck,1.0,Has both stats and images
OVERLAPPING,scatterbug,1.0,Has both stats and images
OVERLAPPING,sceptile,1.0,Has both stats and images
OVERLAPPING,scizor,1.0,Has both stats and images
OVERLAPPING,scolipede,1.0,Has both stats and images
OVERLAPPING,scrafty,1.0,Has both stats and images
OVERLAPPING,scraggy,1.0,Has both stats and images
OVERLAPPING,scyther,1.0,Has both stats and images
OVERLAPPING,seadra,1.0,Has both stats and images
OVERLAPPING,seaking,1.0,Has both stats and images
OVERLAPPING,sealeo,1.0,Has both stats and images
OVERLAPPING,seedot,1.0,Has both stats and images
OVERLAPPING,seel,1.0,Has both stats and images
OVERLAPPING,seismitoad,1.0,Has both stats and images
OVERLAPPING,sentret,1.0,Has both stats and images
OVERLAPPING,serperior,1.0,Has both stats and images
OVERLAPPING,servine,1.0,Has both stats and images
OVERLAPPING,seviper,1.0,Has both stats and images
OVERLAPPING,sewaddle,1.0,Has both stats and images
OVERLAPPING,sharpedo,1.0,Has both stats and images
OVERLAPPING,shaymin,1.0,Has both stats and images
OVERLAPPING,shedinja,1.0,Has both stats and images
OVERLAPPING,shelgon,1.0,Has both stats and images
OVERLAPPING,shellder,1.0,Has both stats and images
OVERLAPPING,shellos,1.0,Has both stats and images
OVERLAPPING,shelmet,1.0,Has both stats and images
OVERLAPPING,shieldon,1.0,Has both stats and images
OVERLAPPING,shiftry,1.0,Has both stats and images
OVERLAPPING,shiinotic,1.0,Has both stats and images
OVERLAPPING,shinx,1.0,Has both stats and images
OVERLAPPING,shroomish,1.0,Has both stats and images
OVERLAPPING,shuckle,1.0,Has both stats and images
OVERLAPPING,shuppet,1.0,Has both stats and images
OVERLAPPING,sigilyph,1.0,Has both stats and images
OVERLAPPING,silcoon,1.0,Has both stats and images
OVERLAPPING,silvally,1.0,Has both stats and images
OVERLAPPING,simipour,1.0,Has both stats and images
OVERLAPPING,simisage,1.0,Has both stats and images
OVERLAPPING,simisear,1.0,Has both stats and images
OVERLAPPING,skarmory,1.0,Has both stats and images
OVERLAPPING,skiddo,1.0,Has both stats and images
OVERLAPPING,skiploom,1.0,Has both stats and images
OVERLAPPING,skitty,1.0,Has both stats and images
OVERLAPPING,skorupi,1.0,Has both stats and images
OVERLAPPING,skrelp,1.0,Has both stats and images
OVERLAPPING,skuntank,1.0,Has both stats and images
OVERLAPPING,slaking,1.0,Has both stats and images
OVERLAPPING,slakoth,1.0,Has both stats and images
OVERLAPPING,sliggoo,1.0,Has both stats and images
OVERLAPPING,slowbro,1.0,Has both stats and images
OVERLAPPING,slowking,1.0,Has both stats and images
OVERLAPPING,slowpoke,1.0,Has both stats and images
OVERLAPPING,slugma,1.0,Has both stats and images
OVERLAPPING,slurpuff,1.0,Has both stats and images
OVERLAPPING,smeargle,1.0,Has both stats and images
OVERLAPPING,smoochum,1.0,Has both stats and images
OVERLAPPING,sneasel,1.0,Has both stats and images
OVERLAPPING,snivy,1.0,Has both stats and images
OVERLAPPING,snorlax,1.0,Has both stats and images
OVERLAPPING,snorunt,1.0,Has both stats and images
OVERLAPPING,snover,1.0,Has both stats and images
OVERLAPPING,snubbull,1.0,Has both stats and images
OVERLAPPING,solgaleo,1.0,Has both stats and images
OVERLAPPING,solosis,1.0,Has both stats and images
OVERLAPPING,solrock,1.0,Has both stats and images
OVERLAPPING,spearow,1.0,Has both stats and images
OVERLAPPING,spewpa,1.0,Has both stats and images
OVERLAPPING,spheal,1.0,Has both stats and images
OVERLAPPING,spinarak,1.0,Has both stats and images
OVERLAPPING,spinda,1.0,Has both stats and images
OVERLAPPING,spiritomb,1.0,Has both stats and images
OVERLAPPING,spoink,1.0,Has both stats and images
OVERLAPPING,spritzee,1.0,Has both stats and images
OVERLAPPING,squirtle,1.0,Has both stats and images
OVERLAPPING,stantler,1.0,Has both stats and images
OVERLAPPING,staraptor,1.0,Has both stats and images
OVERLAPPING,staravia,1.0,Has both stats and images
OVERLAPPING,starly,1.0,Has both stats and images
OVERLAPPING,starmie,1.0,Has both stats and images
OVERLAPPING,staryu,1.0,Has both stats and images
OVERLAPPING,steelix,1.0,Has both stats and images
OVERLAPPING,steenee,1.0,Has both stats and images
OVERLAPPING,stoutland,1.0,Has both stats and images
OVERLAPPING,stufful,1.0,Has both stats and images
OVERLAPPING,stunfisk,1.0,Has both stats and images
OVERLAPPING,stunky,1.0,Has both stats and images
OVERLAPPING,sudowoodo,1.0,Has both stats and images
OVERLAPPING,suicune,1.0,Has both stats and images
OVERLAPPING,sunflora,1.0,Has both stats and images
OVERLAPPING,sunkern,1.0,Has both stats and images
OVERLAPPING,surskit,1.0,Has both stats and images
OVERLAPPING,swablu,1.0,Has both stats and images
OVERLAPPING,swadloon,1.0,Has both stats and images
OVERLAPPING,swalot,1.0,Has both stats and images
OVERLAPPING,swampert,1.0,Has both stats and images
OVERLAPPING,swanna,1.0,Has both stats and images
OVERLAPPING,swellow,1.0,Has both stats and images
OVERLAPPING,swinub,1.0,Has both stats and images
OVERLAPPING,swirlix,1.0,Has both stats and images
OVERLAPPING,swoobat,1.0,Has both stats and images
OVERLAPPING,sylveon,1.0,Has both stats and images
OVERLAPPING,taillow,1.0,Has both stats and images
OVERLAPPING,talonflame,1.0,Has both stats and images
OVERLAPPING,tangela,1.0,Has both stats and images
OVERLAPPING,tangrowth,1.0,Has both stats and images
OVERLAPPING,tauros,1.0,Has both stats and images
OVERLAPPING,teddiursa,1.0,Has both stats and images
OVERLAPPING,tentacool,1.0,Has both stats and images
OVERLAPPING,tentacruel,1.0,Has both stats and images
OVERLAPPING,tepig,1.0,Has both stats and images
OVERLAPPING,terrakion,1.0,Has both stats and images
OVERLAPPING,throh,1.0,Has both stats and images
OVERLAPPING,thundurus,1.0,Has both stats and images
OVERLAPPING,timburr,1.0,Has both stats and images
OVERLAPPING,tirtouga,1.0,Has both stats and images
OVERLAPPING,togedemaru,1.0,Has both stats and images
OVERLAPPING,togekiss,1.0,Has both stats and images
OVERLAPPING,togepi,1.0,Has both stats and images
OVERLAPPING,togetic,1.0,Has both stats and images
OVERLAPPING,torchic,1.0,Has both stats and images
OVERLAPPING,torkoal,1.0,Has both stats and images
OVERLAPPING,tornadus,1.0,Has both stats and images
OVERLAPPING,torracat,1.0,Has both stats and images
OVERLAPPING,torterra,1.0,Has both stats and images
OVERLAPPING,totodile,1.0,Has both stats and images
OVERLAPPING,toucannon,1.0,Has both stats and images
OVERLAPPING,toxapex,1.0,Has both stats and images
OVERLAPPING,toxicroak,1.0,Has both stats and images
OVERLAPPING,tranquill,1.0,Has both stats and images
OVERLAPPING,trapinch,1.0,Has both stats and images
OVERLAPPING,treecko,1.0,Has both stats and images
OVERLAPPING,trevenant,1.0,Has both stats and images
OVERLAPPING,tropius,1.0,Has both stats and images
OVERLAPPING,trubbish,1.0,Has both stats and images
OVERLAPPING,trumbeak,1.0,Has both stats and images
OVERLAPPING,tsareena,1.0,Has both stats and images
OVERLAPPING,turtonator,1.0,Has both stats and images
OVERLAPPING,turtwig,1.0,Has both stats and images
OVERLAPPING,tympole,1.0,Has both stats and images
OVERLAPPING,tynamo,1.0,Has both stats and images
OVERLAPPING,typhlosion,1.0,Has both stats and images
OVERLAPPING,tyranitar,1.0,Has both stats and images
OVERLAPPING,tyrantrum,1.0,Has both stats and images
OVERLAPPING,tyrogue,1.0,Has both stats and images
OVERLAPPING,tyrunt,1.0,Has both stats and images
OVERLAPPING,umbreon,1.0,Has both stats and images
OVERLAPPING,unfezant,1.0,Has both stats and images
OVERLAPPING,unown,1.0,Has both stats and images
OVERLAPPING,ursaring,1.0,Has both stats and images
OVERLAPPING,uxie,1.0,Has both stats and images
OVERLAPPING,vanillish,1.0,Has both stats and images
OVERLAPPING,vanillite,1.0,Has both stats and images
OVERLAPPING,vanilluxe,1.0,Has both stats and images
OVERLAPPING,vaporeon,1.0,Has both stats and images
OVERLAPPING,venipede,1.0,Has both stats and images
OVERLAPPING,venomoth,1.0,Has both stats and images
OVERLAPPING,venonat,1.0,Has both stats and images
OVERLAPPING,venusaur,1.0,Has both stats and images
OVERLAPPING,vespiquen,1.0,Has both stats and images
OVERLAPPING,vibrava,1.0,Has both stats and images
OVERLAPPING,victini,1.0,Has both stats and images
OVERLAPPING,victreebel,1.0,Has both stats and images
OVERLAPPING,vigoroth,1.0,Has both stats and images
OVERLAPPING,vikavolt,1.0,Has both stats and images
OVERLAPPING,vileplume,1.0,Has both stats and images
OVERLAPPING,virizion,1.0,Has both stats and images
OVERLAPPING,vivillon,1.0,Has both stats and images
OVERLAPPING,volbeat,1.0,Has both stats and images
OVERLAPPING,volcanion,1.0,Has both stats and images
OVERLAPPING,volcarona,1.0,Has both stats and images
OVERLAPPING,voltorb,1.0,Has both stats and images
OVERLAPPING,vullaby,1.0,Has both stats and images
OVERLAPPING,vulpix,1.0,Has both stats and images
OVERLAPPING,wailmer,1.0,Has both stats and images
OVERLAPPING,wailord,1.0,Has both stats and images
OVERLAPPING,walrein,1.0,Has both stats and images
OVERLAPPING,wartortle,1.0,Has both stats and images
OVERLAPPING,watchog,1.0,Has both stats and images
OVERLAPPING,weavile,1.0,Has both stats and images
OVERLAPPING,weedle,1.0,Has both stats and images
OVERLAPPING,weepinbell,1.0,Has both stats and images
OVERLAPPING,weezing,1.0,Has both stats and images
OVERLAPPING,whimsicott,1.0,Has both stats and images
OVERLAPPING,whirlipede,1.0,Has both stats and images
OVERLAPPING,whiscash,1.0,Has both stats and images
OVERLAPPING,whismur,1.0,Has both stats and images
OVERLAPPING,wigglytuff,1.0,Has both stats and images
OVERLAPPING,wimpod,1.0,Has both stats and images
OVERLAPPING,wingull,1.0,Has both stats and images
OVERLAPPING,wishiwashi,1.0,Has both stats and images
OVERLAPPING,wobbuffet,1.0,Has both stats and images
OVERLAPPING,woobat,1.0,Has both stats and images
OVERLAPPING,wooper,1.0,Has both stats and images
OVERLAPPING,wormadam,1.0,Has both stats and images
OVERLAPPING,wurmple,1.0,Has both stats and images
OVERLAPPING,wynaut,1.0,Has both stats and images
OVERLAPPING,xatu,1.0,Has both stats and images
OVERLAPPING,yamask,1.0,Has both stats and images
OVERLAPPING,yanma,1.0,Has both stats and images
OVERLAPPING,yanmega,1.0,Has both stats and images
OVERLAPPING,yungoos,1.0,Has both stats and images
OVERLAPPING,zangoose,1.0,Has both stats and images
OVERLAPPING,zapdos,1.0,Has both stats and images
OVERLAPPING,zebstrika,1.0,Has both stats and images
OVERLAPPING,zekrom,1.0,Has both stats and images
OVERLAPPING,zigzagoon,1.0,Has both stats and images
OVERLAPPING,zoroark,1.0,Has both stats and images
OVERLAPPING,zorua,1.0,Has both stats and images
OVERLAPPING,zubat,1.0,Has both stats and images
OVERLAPPING,zweilous,1.0,Has both stats and images
OVERLAPPING,zygarde,1.0,Has both stats and images
STATS_ONLY,buzzwole,1.0,Has stats but no images
STATS_ONLY,celesteela,1.0,Has stats but no images
STATS_ONLY,farfetch'd,1.0,Has stats but no images
STATS_ONLY,flabébé,1.0,Has stats but no images
STATS_ONLY,guzzlord,1.0,Has stats but no images
STATS_ONLY,hakamoo,1.0,Has stats but no images
STATS_ONLY,hooh,1.0,Has stats but no images
STATS_ONLY,jangmoo,1.0,Has stats but no images
STATS_ONLY,kartana,1.0,Has stats but no images
STATS_ONLY,kommoo,1.0,Has stats but no images
STATS_ONLY,mimejr.,1.0,Has stats but no images
STATS_ONLY,mr.mime,1.0,Has stats but no images
STATS_ONLY,nidoran♀,1.0,Has stats but no images
STATS_ONLY,nidoran♂,1.0,Has stats but no images
STATS_ONLY,nihilego,1.0,Has stats but no images
STATS_ONLY,pheromosa,1.0,Has stats but no images
STATS_ONLY,porygonz,1.0,Has stats but no images
STATS_ONLY,tapubulu,1.0,Has stats but no images
STATS_ONLY,tapufini,1.0,Has stats but no images
STATS_ONLY,tapukoko,1.0,Has stats but no images
STATS_ONLY,tapulele,1.0,Has stats but no images
STATS_ONLY,type:null,1.0,Has stats but no images
STATS_ONLY,xerneas,1.0,Has stats but no images
STATS_ONLY,xurkitree,1.0,Has stats but no images
STATS_ONLY,yveltal,1.0,Has stats but no images
IMAGES_ONLY,alcremie,1.0,Has images but no stats
IMAGES_ONLY,appletun,1.0,Has images but no stats
IMAGES_ONLY,applin,1.0,Has images but no stats
IMAGES_ONLY,arrokuda,1.0,Has images but no stats
IMAGES_ONLY,barraskewda,1.0,Has images but no stats
IMAGES_ONLY,basculegion,1.0,Has images but no stats
IMAGES_ONLY,calyrex,1.0,Has images but no stats
IMAGES_ONLY,carkol,1.0,Has images but no stats
IMAGES_ONLY,chewtle,1.0,Has images but no stats
IMAGES_ONLY,cinderace,1.0,Has images but no stats
IMAGES_ONLY,coalossal,1.0,Has images but no stats
IMAGES_ONLY,copperajah,1.0,Has images but no stats
IMAGES_ONLY,corviknight,1.0,Has images but no stats
IMAGES_ONLY,corvisquire,1.0,Has images but no stats
IMAGES_ONLY,cramorant,1.0,Has images but no stats
IMAGES_ONLY,cufant,1.0,Has images but no stats
IMAGES_ONLY,dragapult,1.0,Has images but no stats
IMAGES_ONLY,drakloak,1.0,Has images but no stats
IMAGES_ONLY,drednaw,1.0,Has images but no stats
IMAGES_ONLY,dreepy,1.0,Has images but no stats
IMAGES_ONLY,drizzile,1.0,Has images but no stats
IMAGES_ONLY,duraludon,1.0,Has images but no stats
IMAGES_ONLY,eiscue,1.0,Has images but no stats
IMAGES_ONLY,enamorus,1.0,Has images but no stats
IMAGES_ONLY,eternatus,1.0,Has images but no stats
IMAGES_ONLY,falinks,1.0,Has images but no stats
IMAGES_ONLY,farfetchd,1.0,Has images but no stats
IMAGES_ONLY,flabebe,1.0,Has images but no stats
IMAGES_ONLY,flapple,1.0,Has images but no stats
IMAGES_ONLY,frosmoth,1.0,Has images but no stats
IMAGES_ONLY,glastrier,1.0,Has images but no stats
IMAGES_ONLY,greedent,1.0,Has images but no stats
IMAGES_ONLY,grimmsnarl,1.0,Has images but no stats
IMAGES_ONLY,grookey,1.0,Has images but no stats
IMAGES_ONLY,hakamo-o,1.0,Has images but no stats
IMAGES_ONLY,hatenna,1.0,Has images but no stats
IMAGES_ONLY,hatterene,1.0,Has images but no stats
IMAGES_ONLY,hattrem,1.0,Has images but no stats
IMAGES_ONLY,ho-oh,1.0,Has images but no stats
IMAGES_ONLY,impidimp,1.0,Has images but no stats
IMAGES_ONLY,indeedee,1.0,Has images but no stats
IMAGES_ONLY,inteleon,1.0,Has images but no stats
IMAGES_ONLY,jangmo-o,1.0,Has images but no stats
IMAGES_ONLY,kleavor,1.0,Has images but no stats
IMAGES_ONLY,kommo-o,1.0,Has images but no stats
IMAGES_ONLY,kubfu,1.0,Has images but no stats
IMAGES_ONLY,marshadow,1.0,Has images but no stats
IMAGES_ONLY,melmetal,1.0,Has images but no stats
IMAGES_ONLY,meltan,1.0,Has images but no stats
IMAGES_ONLY,milcery,1.0,Has images but no stats
IMAGES_ONLY,mime-jr,1.0,Has images but no stats
IMAGES_ONLY,morgrem,1.0,Has images but no stats
IMAGES_ONLY,morpeko,1.0,Has images but no stats
IMAGES_ONLY,mr-mime,1.0,Has images but no stats
IMAGES_ONLY,nidoran-f,1.0,Has images but no stats
IMAGES_ONLY,nidoran-m,1.0,Has images but no stats
IMAGES_ONLY,overqwil,1.0,Has images but no stats
IMAGES_ONLY,perrserker,1.0,Has images but no stats
IMAGES_ONLY,pincurchin,1.0,Has images but no stats
IMAGES_ONLY,polteageist,1.0,Has images but no stats
IMAGES_ONLY,porygon-z,1.0,Has images but no stats
IMAGES_ONLY,raboot,1.0,Has images but no stats
IMAGES_ONLY,regidrago,1.0,Has images but no stats
IMAGES_ONLY,regieleki,1.0,Has images but no stats
IMAGES_ONLY,rillaboom,1.0,Has images but no stats
IMAGES_ONLY,rolycoly,1.0,Has images but no stats
IMAGES_ONLY,rookidee,1.0,Has images but no stats
IMAGES_ONLY,sandaconda,1.0,Has images but no stats
IMAGES_ONLY,scorbunny,1.0,Has images but no stats
IMAGES_ONLY,silicobra,1.0,Has images but no stats
IMAGES_ONLY,sinistea,1.0,Has images but no stats
IMAGES_ONLY,skwovet,1.0,Has images but no stats
IMAGES_ONLY,sneasler,1.0,Has images but no stats
IMAGES_ONLY,snom,1.0,Has images but no stats
IMAGES_ONLY,sobble,1.0,Has images but no stats
IMAGES_ONLY,spectrier,1.0,Has images but no stats
IMAGES_ONLY,stonjourner,1.0,Has images but no stats
IMAGES_ONLY,thwackey,1.0,Has images but no stats
IMAGES_ONLY,toxel,1.0,Has images but no stats
IMAGES_ONLY,toxtricity,1.0,Has images but no stats
IMAGES_ONLY,type-null,1.0,Has images but no stats
IMAGES_ONLY,ursaluna,1.0,Has images but no stats
IMAGES_ONLY,urshifu,1.0,Has images but no stats
IMAGES_ONLY,wyrdeer,1.0,Has images but no stats
IMAGES_ONLY,zacian,1.0,Has images but no stats
IMAGES_ONLY,zamazenta,1.0,Has images but no stats
IMAGES_ONLY,zarude,1.0,Has images but no stats
IMAGES_ONLY,zeraora,1.0,Has images but no stats
